geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
ES,CLV15_MNAC,2013-01-01,938930,809536,718639,175738,332321,234316,97979,293702,244191,49453,NA,NA
ES,CLV15_MNAC,2014-01-01,947910,818489,728161,186007,347363,243328,104036,313673,260297,53376,NA,NA
ES,CLV15_MNAC,2015-01-01,978971,840632,749980,204702,362356,252838,109518,329598,273513,56085,NA,NA
ES,CLV15_MNAC,2016-01-01,1006607,859754,769755,207599,381819,263543,118276,338330,278203,60127,NA,NA
ES,CLV15_MNAC,2017-01-01,1037696,881505,791440,220695,402862,276920,125928,361293,297719,63576,NA,NA
ES,CLV15_MNAC,2018-01-01,1061617,897639,805410,237809,409822,280798,129014,375459,305899,69645,NA,NA
ES,CLV15_MNAC,2019-01-01,1083725,909096,816188,245281,418896,283035,135908,380295,305685,74879,NA,NA
ES,CLV15_MNAC,2020-01-01,963738,833237,739474,214616,334874,258714,75869,323199,271392,51755,NA,NA
ES,CLV15_MNAC,2021-01-01,1022161,883399,787943,234798,380070,282884,96728,371415,312124,59240,NA,NA
ES,CLV15_MNAC,2022-01-01,1082949,913138,816565,238113,437664,295678,143758,397361,328992,68278,NA,NA
ES,CLV15_MNAC,2023-01-01,1112893,934173,NA,236808,447966,290739,161508,398597,328418,70306,NA,NA
ES,CLV_I05,1995-01-01,70.687,69.433,69.215,55.298,53.076,52.15,55.188,43.474,42.507,48.178,NA,NA
ES,CLV_I05,1996-01-01,72.533,70.924,70.817,56.457,58.369,57.745,59.724,46.65,45.496,52.291,NA,NA
ES,CLV_I05,1997-01-01,75.056,72.897,72.8,59.535,66.768,66.688,66.79,52.662,51.568,57.968,NA,NA
ES,CLV_I05,1998-01-01,77.993,75.967,75.937,66.459,72.208,71.325,74.159,60.058,59.389,63.126,NA,NA
ES,CLV_I05,1999-01-01,81.424,79.444,79.6,73.453,78.035,76.553,81.401,68.279,67.695,70.882,NA,NA
ES,CLV_I05,2000-01-01,85.782,82.982,83.084,78.629,86.181,84.655,89.638,74.814,73.792,79.543,NA,NA
ES,CLV_I05,2001-01-01,89.197,86.191,86.156,81.603,89.578,87.525,94.273,77.549,76.22,83.845,NA,NA
ES,CLV_I05,2002-01-01,91.547,88.978,89.108,84.661,90.852,90.043,92.704,80.401,79.352,85.295,NA,NA
ES,CLV_I05,2003-01-01,94.02,91.56,91.485,89.646,94.094,94.399,93.516,85.251,84.72,87.711,NA,NA
ES,CLV_I05,2004-01-01,96.655,95.731,95.672,93.908,98.144,99.913,94.476,93.493,93.668,92.674,NA,NA
ES,CLV_I05,2005-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,CLV_I05,2006-01-01,104.238,104.192,104,107.507,104.729,103.48,107.345,108.213,107.869,109.843,NA,NA
ES,CLV_I05,2007-01-01,108.467,108.408,107.9,111.715,112.686,113.908,110.065,117.13,117.887,113.421,NA,NA
ES,CLV_I05,2008-01-01,109.853,109.35,108.245,107.012,111.664,112.793,109.239,110.679,110.78,110.17,NA,NA
ES,CLV_I05,2009-01-01,106.289,107.52,105.948,87.207,99.562,99.903,98.772,90.421,89.449,95.327,NA,NA
ES,CLV_I05,2010-01-01,106.176,108.246,106.285,83.585,108.586,111.643,102.388,96.026,96.775,93.281,NA,NA
ES,CLV_I05,2011-01-01,105.714,106.293,103.928,77.312,117.461,121.44,109.387,95.459,96.292,92.316,NA,NA
ES,CLV_I05,2012-01-01,102.662,102.519,100.243,69.298,118.56,122.561,110.439,89.889,90.776,86.414,NA,NA
ES,CLV_I05,2013-01-01,101.373,99.792,97.36,66.559,123.751,130.273,110.358,89.696,91.332,82.449,NA,NA
ES,CLV_I05,2014-01-01,102.343,100.895,98.65,70.448,129.352,135.283,117.18,95.796,97.356,88.99,NA,NA
ES,CLV_I05,2015-01-01,105.697,103.625,101.607,77.529,134.935,140.57,123.355,100.659,102.299,93.506,NA,NA
ES,CLV_I05,2016-01-01,108.68,105.982,104.286,78.626,142.183,146.522,133.219,103.326,104.053,100.245,NA,NA
ES,CLV_I05,2017-01-01,112.037,108.663,107.223,83.586,150.019,153.959,141.838,110.339,111.353,105.995,NA,NA
ES,CLV_I05,2018-01-01,114.62,110.652,109.116,90.068,152.611,156.115,145.314,114.665,114.412,116.114,NA,NA
ES,CLV_I05,2019-01-01,117.007,112.064,110.576,92.898,155.99,157.359,153.079,116.142,114.332,124.84,NA,NA
ES,CLV_I05,2020-01-01,104.052,102.713,100.183,81.284,124.701,143.837,85.454,98.705,101.506,86.287,NA,NA
ES,CLV_I05,2021-01-01,110.36,108.897,106.75,88.928,141.531,157.275,108.949,113.43,116.74,98.766,NA,NA
ES,CLV_I05,2022-01-01,116.923,112.563,110.627,90.183,162.978,164.388,161.921,121.354,123.049,113.835,NA,NA
ES,CLV_I05,2023-01-01,120.156,115.156,NA,89.689,166.815,161.642,181.913,121.731,122.835,117.216,NA,NA
ES,CLV_I10,1995-01-01,66.575,64.143,65.122,66.157,48.879,46.712,53.901,45.273,43.923,51.648,NA,NA
ES,CLV_I10,1996-01-01,68.313,65.521,66.629,67.545,53.754,51.723,58.331,48.58,47.012,56.057,NA,NA
ES,CLV_I10,1997-01-01,70.69,67.344,68.495,71.226,61.489,59.733,65.232,54.842,53.286,62.143,NA,NA
ES,CLV_I10,1998-01-01,73.456,70.18,71.446,79.51,66.498,63.887,72.43,62.543,61.368,67.673,NA,NA
ES,CLV_I10,1999-01-01,76.688,73.391,74.893,87.877,71.865,68.57,79.502,71.105,69.951,75.987,NA,NA
ES,CLV_I10,2000-01-01,80.792,76.66,78.171,94.07,79.367,75.827,87.547,77.91,76.251,85.273,NA,NA
ES,CLV_I10,2001-01-01,84.009,79.625,81.061,97.628,82.495,78.397,92.074,80.758,78.76,89.884,NA,NA
ES,CLV_I10,2002-01-01,86.222,82.199,83.839,101.287,83.669,80.653,90.542,83.728,81.996,91.439,NA,NA
ES,CLV_I10,2003-01-01,88.55,84.585,86.076,107.251,86.655,84.554,91.335,88.779,87.543,94.029,NA,NA
ES,CLV_I10,2004-01-01,91.032,88.438,90.015,112.35,90.384,89.494,92.273,97.362,96.789,99.349,NA,NA
ES,CLV_I10,2005-01-01,94.183,92.382,94.087,119.638,92.093,89.572,97.668,104.138,103.332,107.203,NA,NA
ES,CLV_I10,2006-01-01,98.174,96.255,97.85,128.619,96.449,92.689,104.841,112.691,111.463,117.755,NA,NA
ES,CLV_I10,2007-01-01,102.157,100.149,101.519,133.654,103.776,102.029,107.498,121.977,121.816,121.591,NA,NA
ES,CLV_I10,2008-01-01,103.463,101.019,101.844,128.027,102.835,101.03,106.692,115.258,114.471,118.105,NA,NA
ES,CLV_I10,2009-01-01,100.106,99.329,99.682,104.332,91.69,89.485,96.469,94.163,92.429,102.193,NA,NA
ES,CLV_I10,2010-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,CLV_I10,2011-01-01,99.565,98.195,97.782,92.495,108.174,108.776,106.836,99.409,99.501,98.965,NA,NA
ES,CLV_I10,2012-01-01,96.69,94.709,94.315,82.907,109.185,109.78,107.863,93.609,93.8,92.638,NA,NA
ES,CLV_I10,2013-01-01,95.476,92.189,91.603,79.63,113.966,116.687,107.784,93.408,94.376,88.388,NA,NA
ES,CLV_I10,2014-01-01,96.39,93.209,92.817,84.283,119.124,121.175,114.447,99.76,100.6,95.399,NA,NA
ES,CLV_I10,2015-01-01,99.548,95.731,95.598,92.754,124.266,125.911,120.478,104.824,105.708,100.241,NA,NA
ES,CLV_I10,2016-01-01,102.358,97.908,98.119,94.067,130.941,131.242,130.112,107.601,107.521,107.466,NA,NA
ES,CLV_I10,2017-01-01,105.52,100.385,100.883,100.001,138.157,137.904,138.53,114.904,115.063,113.63,NA,NA
ES,CLV_I10,2018-01-01,107.952,102.222,102.664,107.756,140.544,139.835,141.925,119.41,118.225,124.477,NA,NA
ES,CLV_I10,2019-01-01,110.2,103.527,104.038,111.141,143.656,140.949,149.509,120.948,118.142,133.832,NA,NA
ES,CLV_I10,2020-01-01,97.999,94.888,94.259,97.246,114.841,128.837,83.461,102.789,104.888,92.502,NA,NA
ES,CLV_I10,2021-01-01,103.94,100.601,100.437,106.391,130.341,140.874,106.408,118.124,120.63,105.88,NA,NA
ES,CLV_I10,2022-01-01,110.121,103.987,104.086,107.893,150.092,147.245,158.144,126.375,127.15,122.034,NA,NA
ES,CLV_I10,2023-01-01,113.166,106.383,NA,107.302,153.625,144.785,177.671,126.769,126.928,125.659,NA,NA
ES,CLV_I15,1995-01-01,66.878,67.004,68.12,71.325,39.335,37.099,44.74,43.189,41.552,51.524,NA,NA
ES,CLV_I15,1996-01-01,68.623,68.443,69.697,72.821,43.257,41.079,48.417,46.345,44.473,55.922,NA,NA
ES,CLV_I15,1997-01-01,71.011,70.347,71.649,76.79,49.482,47.441,54.145,52.318,50.409,61.993,NA,NA
ES,CLV_I15,1998-01-01,73.789,73.31,74.736,85.722,53.513,50.74,60.119,59.665,58.054,67.51,NA,NA
ES,CLV_I15,1999-01-01,77.036,76.665,78.342,94.742,57.832,54.459,65.989,67.832,66.174,75.805,NA,NA
ES,CLV_I15,2000-01-01,81.159,80.079,81.771,101.419,63.868,60.223,72.667,74.324,72.134,85.067,NA,NA
ES,CLV_I15,2001-01-01,84.39,83.176,84.794,105.255,66.386,62.264,76.424,77.041,74.507,89.667,NA,NA
ES,CLV_I15,2002-01-01,86.613,85.865,87.699,109.2,67.33,64.056,75.152,79.874,77.568,91.219,NA,NA
ES,CLV_I15,2003-01-01,88.952,88.357,90.039,115.63,69.733,67.154,75.81,84.693,82.816,93.802,NA,NA
ES,CLV_I15,2004-01-01,91.445,92.382,94.16,121.126,72.735,71.077,76.589,92.881,91.563,99.11,NA,NA
ES,CLV_I15,2005-01-01,94.61,96.502,98.419,128.984,74.11,71.139,81.067,99.345,97.753,106.945,NA,NA
ES,CLV_I15,2006-01-01,98.62,100.547,102.355,138.666,77.615,73.615,87.021,107.505,105.445,117.472,NA,NA
ES,CLV_I15,2007-01-01,102.621,104.615,106.194,144.094,83.511,81.033,89.226,116.363,115.238,121.298,NA,NA
ES,CLV_I15,2008-01-01,103.932,105.525,106.534,138.028,82.754,80.24,88.557,109.954,108.29,117.821,NA,NA
ES,CLV_I15,2009-01-01,100.56,103.759,104.272,112.483,73.785,71.07,80.072,89.829,87.438,101.947,NA,NA
ES,CLV_I15,2010-01-01,100.454,104.46,104.605,107.812,80.473,79.421,83.003,95.398,94.6,99.759,NA,NA
ES,CLV_I15,2011-01-01,100.017,102.574,102.285,99.72,87.05,86.391,88.677,94.834,94.128,98.727,NA,NA
ES,CLV_I15,2012-01-01,97.129,98.933,98.658,89.383,87.864,87.189,89.53,89.301,88.735,92.415,NA,NA
ES,CLV_I15,2013-01-01,95.91,96.301,95.821,85.851,91.711,92.674,89.464,89.109,89.279,88.175,NA,NA
ES,CLV_I15,2014-01-01,96.827,97.366,97.091,90.867,95.862,96.239,94.994,95.168,95.168,95.17,NA,NA
ES,CLV_I15,2015-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,CLV_I15,2016-01-01,102.823,102.275,102.637,101.415,105.371,104.234,107.997,102.649,101.715,107.207,NA,NA
ES,CLV_I15,2017-01-01,105.999,104.862,105.528,107.813,111.179,109.525,114.984,109.616,108.85,113.357,NA,NA
ES,CLV_I15,2018-01-01,108.442,106.781,107.391,116.173,113.099,111.058,117.802,113.914,111.841,124.178,NA,NA
ES,CLV_I15,2019-01-01,110.7,108.144,108.828,119.823,115.603,111.943,124.096,115.381,111.763,133.51,NA,NA
ES,CLV_I15,2020-01-01,98.444,99.12,98.599,104.843,92.416,102.324,69.275,98.059,99.225,92.28,NA,NA
ES,CLV_I15,2021-01-01,104.412,105.087,105.062,114.702,104.889,111.883,88.322,112.687,114.117,105.625,NA,NA
ES,CLV_I15,2022-01-01,110.621,108.625,108.878,116.322,120.783,116.944,131.264,120.559,120.284,121.74,NA,NA
ES,CLV_I15,2023-01-01,113.68,111.127,NA,115.684,123.626,114.99,147.472,120.934,120.074,125.356,NA,NA
ES,CLV_PCH_PRE,1996-01-01,2.6,2.1,2.3,2.1,10,10.7,8.2,7.3,7,8.5,NA,NA
ES,CLV_PCH_PRE,1997-01-01,3.5,2.8,2.8,5.5,14.4,15.5,11.8,12.9,13.3,10.9,NA,NA
ES,CLV_PCH_PRE,1998-01-01,3.9,4.2,4.3,11.6,8.1,7,11,14,15.2,8.9,NA,NA
ES,CLV_PCH_PRE,1999-01-01,4.4,4.6,4.8,10.5,8.1,7.3,9.8,13.7,14,12.3,NA,NA
ES,CLV_PCH_PRE,2000-01-01,5.4,4.5,4.4,7,10.4,10.6,10.1,9.6,9,12.2,NA,NA
ES,CLV_PCH_PRE,2001-01-01,4,3.9,3.7,3.8,3.9,3.4,5.2,3.7,3.3,5.4,NA,NA
ES,CLV_PCH_PRE,2002-01-01,2.6,3.2,3.4,3.7,1.4,2.9,-1.7,3.7,4.1,1.7,NA,NA
ES,CLV_PCH_PRE,2003-01-01,2.7,2.9,2.7,5.9,3.6,4.8,0.9,6,6.8,2.8,NA,NA
ES,CLV_PCH_PRE,2004-01-01,2.8,4.6,4.6,4.8,4.3,5.8,1,9.7,10.6,5.7,NA,NA
ES,CLV_PCH_PRE,2005-01-01,3.5,4.5,4.5,6.5,1.9,0.1,5.8,7,6.8,7.9,NA,NA
ES,CLV_PCH_PRE,2006-01-01,4.2,4.2,4,7.5,4.7,3.5,7.3,8.2,7.9,9.8,NA,NA
ES,CLV_PCH_PRE,2007-01-01,4.1,4,3.7,3.9,7.6,10.1,2.5,8.2,9.3,3.3,NA,NA
ES,CLV_PCH_PRE,2008-01-01,1.3,0.9,0.3,-4.2,-0.9,-1,-0.8,-5.5,-6,-2.9,NA,NA
ES,CLV_PCH_PRE,2009-01-01,-3.2,-1.7,-2.1,-18.5,-10.8,-11.4,-9.6,-18.3,-19.3,-13.5,NA,NA
ES,CLV_PCH_PRE,2010-01-01,-0.1,0.7,0.3,-4.2,9.1,11.8,3.7,6.2,8.2,-2.1,NA,NA
ES,CLV_PCH_PRE,2011-01-01,-0.4,-1.8,-2.2,-7.5,8.2,8.8,6.8,-0.6,-0.5,-1,NA,NA
ES,CLV_PCH_PRE,2012-01-01,-2.9,-3.6,-3.5,-10.4,0.9,0.9,1,-5.8,-5.7,-6.4,NA,NA
ES,CLV_PCH_PRE,2013-01-01,-1.3,-2.7,-2.9,-4,4.4,6.3,-0.1,-0.2,0.6,-4.6,NA,NA
ES,CLV_PCH_PRE,2014-01-01,1,1.1,1.3,5.8,4.5,3.8,6.2,6.8,6.6,7.9,NA,NA
ES,CLV_PCH_PRE,2015-01-01,3.3,2.7,3,10.1,4.3,3.9,5.3,5.1,5.1,5.1,NA,NA
ES,CLV_PCH_PRE,2016-01-01,2.8,2.3,2.6,1.4,5.4,4.2,8,2.6,1.7,7.2,NA,NA
ES,CLV_PCH_PRE,2017-01-01,3.1,2.5,2.8,6.3,5.5,5.1,6.5,6.8,7,5.7,NA,NA
ES,CLV_PCH_PRE,2018-01-01,2.3,1.8,1.8,7.8,1.7,1.4,2.5,3.9,2.7,9.5,NA,NA
ES,CLV_PCH_PRE,2019-01-01,2.1,1.3,1.3,3.1,2.2,0.8,5.3,1.3,-0.1,7.5,NA,NA
ES,CLV_PCH_PRE,2020-01-01,-11.1,-8.3,-9.4,-12.5,-20.1,-8.6,-44.2,-15,-11.2,-30.9,NA,NA
ES,CLV_PCH_PRE,2021-01-01,6.1,6,6.6,9.4,13.5,9.3,27.5,14.9,15,14.5,NA,NA
ES,CLV_PCH_PRE,2022-01-01,5.9,3.4,3.6,1.4,15.2,4.5,48.6,7,5.4,15.3,NA,NA
ES,CLV_PCH_PRE,2023-01-01,2.8,2.3,NA,-0.5,2.4,-1.7,12.3,0.3,-0.2,3,NA,NA
ES,CON_PPCH_PRE,1996-01-01,2.42,1.69,1.64,0.47,2.18,1.64,0.54,-1.68,-1.32,-0.36,NA,NA
ES,CON_PPCH_PRE,1997-01-01,3.21,2.17,1.97,1.21,3.31,2.5,0.82,-2.99,-2.53,-0.46,NA,NA
ES,CON_PPCH_PRE,1998-01-01,3.6,3.25,3.01,2.63,2.09,1.26,0.83,-3.58,-3.17,-0.41,NA,NA
ES,CON_PPCH_PRE,1999-01-01,4.02,3.5,3.34,2.52,2.11,1.33,0.78,-3.64,-3.07,-0.57,NA,NA
ES,CON_PPCH_PRE,2000-01-01,4.86,3.4,3.03,1.8,2.75,1.91,0.84,-2.71,-2.1,-0.61,NA,NA
ES,CON_PPCH_PRE,2001-01-01,3.62,2.95,2.55,1.01,1.13,0.67,0.46,-1.15,-0.86,-0.29,NA,NA
ES,CON_PPCH_PRE,2002-01-01,2.4,2.45,2.35,0.99,0.4,0.54,-0.15,-1.11,-1.01,-0.09,NA,NA
ES,CON_PPCH_PRE,2003-01-01,2.46,2.19,1.82,1.57,0.95,0.87,0.07,-1.72,-1.57,-0.15,NA,NA
ES,CON_PPCH_PRE,2004-01-01,2.54,3.4,3.09,1.31,1.1,1.02,0.08,-2.69,-2.4,-0.29,NA,NA
ES,CON_PPCH_PRE,2005-01-01,3.12,3.36,3.08,1.83,0.48,0.02,0.47,-2.03,-1.62,-0.4,NA,NA
ES,CON_PPCH_PRE,2006-01-01,3.8,3.16,2.73,2.21,1.18,0.59,0.59,-2.45,-1.94,-0.51,NA,NA
ES,CON_PPCH_PRE,2007-01-01,3.63,3.04,2.54,1.2,1.92,1.71,0.21,-2.55,-2.37,-0.18,NA,NA
ES,CON_PPCH_PRE,2008-01-01,1.15,0.65,0.22,-1.28,-0.24,-0.17,-0.06,1.75,1.6,0.15,NA,NA
ES,CON_PPCH_PRE,2009-01-01,-2.99,-1.28,-1.45,-5.27,-2.78,-1.99,-0.78,5.56,4.88,0.67,NA,NA
ES,CON_PPCH_PRE,2010-01-01,-0.1,0.52,0.22,-0.97,2.09,1.81,0.28,-1.48,-1.58,0.1,NA,NA
ES,CON_PPCH_PRE,2011-01-01,-0.4,-1.42,-1.55,-1.67,2.12,1.57,0.55,0.16,0.11,0.05,NA,NA
ES,CON_PPCH_PRE,2012-01-01,-2.66,-2.81,-2.49,-2.13,0.28,0.19,0.09,1.71,1.41,0.3,NA,NA
ES,CON_PPCH_PRE,2013-01-01,-1.15,-2.12,-2.04,-0.73,1.38,1.38,-0.01,0.06,-0.15,0.21,NA,NA
ES,CON_PPCH_PRE,2014-01-01,0.87,0.87,0.93,1.01,1.49,0.9,0.59,-1.97,-1.62,-0.35,NA,NA
ES,CON_PPCH_PRE,2015-01-01,2.98,2.14,2.11,1.8,1.44,0.92,0.53,-1.54,-1.29,-0.25,NA,NA
ES,CON_PPCH_PRE,2016-01-01,2.56,1.77,1.83,0.27,1.81,0.99,0.81,-0.81,-0.44,-0.37,NA,NA
ES,CON_PPCH_PRE,2017-01-01,2.8,1.95,1.95,1.18,1.87,1.18,0.68,-2.03,-1.72,-0.3,NA,NA
ES,CON_PPCH_PRE,2018-01-01,2.09,1.41,1.22,1.5,0.61,0.34,0.27,-1.24,-0.72,-0.52,NA,NA
ES,CON_PPCH_PRE,2019-01-01,1.88,0.98,0.92,0.64,0.78,0.19,0.59,-0.42,0.02,-0.44,NA,NA
ES,CON_PPCH_PRE,2020-01-01,-10.04,-6.36,-6.44,-2.6,-7,-2.03,-4.97,4.8,2.89,1.91,NA,NA
ES,CON_PPCH_PRE,2021-01-01,5.53,4.7,4.54,1.92,4.15,2.22,1.94,-4.38,-3.68,-0.7,NA,NA
ES,CON_PPCH_PRE,2022-01-01,5.38,2.61,2.51,0.3,5.18,1.17,4.01,-2.32,-1.51,-0.81,NA,NA
ES,CON_PPCH_PRE,2023-01-01,2.52,1.78,NA,-0.12,0.96,-0.49,1.45,-0.12,0.06,-0.18,NA,NA
ES,CP_MEUR,1995-01-01,435296.3,369553.5,332994.5,105873.5,102621.4,71699.1,30922.3,107892.6,88187.6,19705,224384.2,48184.6
ES,CP_MEUR,1996-01-01,467748,394729.6,355820,112547,116627.3,81689.3,34938,117541.2,95972.3,21568.9,240216.4,51997.1
ES,CP_MEUR,1997-01-01,478936.3,402162.9,363243.1,117765.4,133696.2,94602.9,39093.3,132793.5,108961,23832.5,252473.7,54920.8
ES,CP_MEUR,1998-01-01,505352.6,423472.4,382567.7,132397.8,144432.1,100476,43956.1,146964,121293.1,25670.8,268911.9,62180.7
ES,CP_MEUR,1999-01-01,541434,455107,411895,152134,156982,107722,49260,168500,138879,29621,290390,68806
ES,CP_MEUR,2000-01-01,588988,494409,447375,172590,185048,127665,57383,204196,169012,35184,316224,74062
ES,CP_MEUR,2001-01-01,639118,531457,480229,185476,195308,132750,62558,211248,172975,38273,336894,77827
ES,CP_MEUR,2002-01-01,683263,564465,510685,200012,199036,135287,63749,213961,174112,39849,358651,83077
ES,CP_MEUR,2003-01-01,727883,599312,541039,220651,205612,139943,65669,223309,182574,40735,379836,91059
ES,CP_MEUR,2004-01-01,775375,648143,585409,243095,218400,150002,68398,250201,206480,43721,405363,101903
ES,CP_MEUR,2005-01-01,832410,699381,632151,272524,231647,156808,74839,276195,228048,48147,435033,113934
ES,CP_MEUR,2006-01-01,897257,754164,680496,306822,253378,170096,83282,310541,256597,53944,471451,123971
ES,CP_MEUR,2007-01-01,969173,810267,729336,327418,279476,191268,88208,341622,285308,56314,508424,124734
ES,CP_MEUR,2008-01-01,1022552,846368,757748,315715,284308,193476,90832,336850,281355,55495,544126,106093
ES,CP_MEUR,2009-01-01,1002045,829454,737619,249188,246604,164687,81917,255923,206598,49325,530045,87546
ES,CP_MEUR,2010-01-01,985479,844456,750525,239247,278386,192016,86370,289380,239980,49400,526813,107589
ES,CP_MEUR,2011-01-01,980239,841983,747311,218836,314182,218574,95608,311238,261651,49587,513328,104082
ES,CP_MEUR,2012-01-01,948344,819720,730461,190090,324335,226839,97496,303041,254815,48226,481400,106835
ES,CP_MEUR,2013-01-01,932777,804929,715918,175660,336333,238382,97951,296245,250994,45251,467521,114144
ES,CP_MEUR,2014-01-01,940399,815844,726888,184777,345593,241991,103602,313606,263249,50357,473531,120045
ES,CP_MEUR,2015-01-01,978971,840632,749980,204702,362356,252838,109518,329598,273513,56085,492892,128955
ES,CP_MEUR,2016-01-01,1011268,861128,771006,208882,377370,259451,117919,332960,273732,59228,503724,131479
ES,CP_MEUR,2017-01-01,1053805,895063,804506,225532,408390,281231,127159,366493,303269,63224,523665,137673
ES,CP_MEUR,2018-01-01,1089420,924769,831460,246403,423097,291209,131888,390410,320516,69894,546072,143808
ES,CP_MEUR,2019-01-01,1129619,949463,853267,259433,434770,294685,140085,398153,321309,76844,580195,145691
ES,CP_MEUR,2020-01-01,1021086,873851,775465,229056,344423,265593,78830,328320,274261,54059,560696,129204
ES,CP_MEUR,2021-01-01,1105853,946646,844559,263891,417735,317027,100708,405982,340828,65154,599363,149924
ES,CP_MEUR,2022-01-01,1225632,1040844,931511,289220,550319,392349,157970,534006,451537,82469,643047,164627
ES,CP_MEUR,2023-01-01,1332338,1104978,988131,296412,569616,385830,183786,508936,419486,89450,699204,169486
ES,CP_MNAC,1995-01-01,426438,362033,326218,103719,100533,70240,30293,105697,86393,19304,219818,47204
ES,CP_MNAC,1996-01-01,451897,381353,343762,108733,112675,78921,33754,113558,92720,20838,232076,50235
ES,CP_MNAC,1997-01-01,477499,400956,362153,117412,133295,94319,38976,132395,108634,23761,251716,54756
ES,CP_MNAC,1998-01-01,507777,425504,384403,133033,145125,100958,44167,147669,121875,25794,270202,62479
ES,CP_MNAC,1999-01-01,541434,455107,411895,152134,156982,107722,49260,168500,138879,29621,290390,68806
ES,CP_MNAC,2000-01-01,588988,494409,447375,172590,185048,127665,57383,204196,169012,35184,316224,74062
ES,CP_MNAC,2001-01-01,639118,531457,480229,185476,195308,132750,62558,211248,172975,38273,336894,77827
ES,CP_MNAC,2002-01-01,683263,564465,510685,200012,199036,135287,63749,213961,174112,39849,358651,83077
ES,CP_MNAC,2003-01-01,727883,599312,541039,220651,205612,139943,65669,223309,182574,40735,379836,91059
ES,CP_MNAC,2004-01-01,775375,648143,585409,243095,218400,150002,68398,250201,206480,43721,405363,101903
ES,CP_MNAC,2005-01-01,832410,699381,632151,272524,231647,156808,74839,276195,228048,48147,435033,113934
ES,CP_MNAC,2006-01-01,897257,754164,680496,306822,253378,170096,83282,310541,256597,53944,471451,123971
ES,CP_MNAC,2007-01-01,969173,810267,729336,327418,279476,191268,88208,341622,285308,56314,508424,124734
ES,CP_MNAC,2008-01-01,1022552,846368,757748,315715,284308,193476,90832,336850,281355,55495,544126,106093
ES,CP_MNAC,2009-01-01,1002045,829454,737619,249188,246604,164687,81917,255923,206598,49325,530045,87546
ES,CP_MNAC,2010-01-01,985479,844456,750525,239247,278386,192016,86370,289380,239980,49400,526813,107589
ES,CP_MNAC,2011-01-01,980239,841983,747311,218836,314182,218574,95608,311238,261651,49587,513328,104082
ES,CP_MNAC,2012-01-01,948344,819720,730461,190090,324335,226839,97496,303041,254815,48226,481400,106835
ES,CP_MNAC,2013-01-01,932777,804929,715918,175660,336333,238382,97951,296245,250994,45251,467521,114144
ES,CP_MNAC,2014-01-01,940399,815844,726888,184777,345593,241991,103602,313606,263249,50357,473531,120045
ES,CP_MNAC,2015-01-01,978971,840632,749980,204702,362356,252838,109518,329598,273513,56085,492892,128955
ES,CP_MNAC,2016-01-01,1011268,861128,771006,208882,377370,259451,117919,332960,273732,59228,503724,131479
ES,CP_MNAC,2017-01-01,1053805,895063,804506,225532,408390,281231,127159,366493,303269,63224,523665,137673
ES,CP_MNAC,2018-01-01,1089420,924769,831460,246403,423097,291209,131888,390410,320516,69894,546072,143808
ES,CP_MNAC,2019-01-01,1129619,949463,853267,259433,434770,294685,140085,398153,321309,76844,580195,145691
ES,CP_MNAC,2020-01-01,1021086,873851,775465,229056,344423,265593,78830,328320,274261,54059,560696,129204
ES,CP_MNAC,2021-01-01,1105853,946646,844559,263891,417735,317027,100708,405982,340828,65154,599363,149924
ES,CP_MNAC,2022-01-01,1225632,1040844,931511,289220,550319,392349,157970,534006,451537,82469,643047,164627
ES,CP_MNAC,2023-01-01,1332338,1104978,988131,296412,569616,385830,183786,508936,419486,89450,699204,169486
ES,CP_MPPS_EU27_2020,1995-01-01,501719.5,425944.7,383807.1,122029.1,118280.7,82639.9,35640.8,124356.3,101644.4,22711.8,258623.7,55537.2
ES,CP_MPPS_EU27_2020,1996-01-01,530168.4,447405.7,403303.7,127566.2,132191,92590.6,39600.4,133227,108779.7,24447.3,272273,58936
ES,CP_MPPS_EU27_2020,1997-01-01,552053.9,463559.7,418698.2,135744.3,154107.2,109045.6,45061.6,153066.7,125595.7,27471,291018,63305.4
ES,CP_MPPS_EU27_2020,1998-01-01,583685.9,489113.7,441868.4,152920.5,166820.1,116050.5,50769.6,169744.4,140094.4,29650,310595.2,71819.2
ES,CP_MPPS_EU27_2020,1999-01-01,611999.4,514421.3,465577.5,171961.7,177441.5,121761.5,55680.1,190460.7,156979.2,33481.5,328236.7,77773.5
ES,CP_MPPS_EU27_2020,2000-01-01,661253,555069.8,502265,193765.7,207752.2,143328.7,64423.5,229249.5,189748.7,39500.9,355022.7,83148.9
ES,CP_MPPS_EU27_2020,2001-01-01,707550.1,588361.6,531648.4,205335.4,216220.2,146963.9,69256.3,233866.9,191495.9,42371,372966.2,86160.2
ES,CP_MPPS_EU27_2020,2002-01-01,754409.9,623241.7,563861.7,220838.9,219761.2,149374.2,70387.1,236240.4,192242,43998.4,395996.7,91727.7
ES,CP_MPPS_EU27_2020,2003-01-01,787017.1,648000.8,584993.7,238577,222316.2,151312.1,71004,241450.9,197406.5,44044.4,410694.3,98456.7
